Czas [s],P1[kPa],P2[[kPa],T[C],F[m^3/h],CV[%],X[%],PV[%]
377,652.7473,347.2527,96.76435,359.3407,35.09158,34.09035,49.10867
378,654.9451,347.0085,96.73993,360.0733,35.75092,34.28571,49.30403
379,660.3175,337.9731,96.76435,359.3407,35.09158,34.48107,48.74237
380,659.0965,345.0549,96.73993,356.6545,34.89622,35.21368,49.01099
381,652.9915,348.4737,96.76435,356.2882,34.70086,34.92064,48.62027
382,647.1306,351.4042,96.71551,358.8523,34.89622,33.60195,49.18193
383,647.8632,344.3223,96.76435,360.928,35.55556,33.77289,49.15751
384,657.8755,337.4847,96.76435,361.1722,35.53114,34.6276,49.67033
385,661.5385,347.2527,96.76435,358.486,35.9707,34.82296,49.27961
386,666.1783,339.1941,96.78877,356.8987,35.04274,35.2381,49.20635
387,662.0269,332.1123,96.73993,353.9683,35.55556,34.94506,49.30403
388,657.1429,345.2991,96.73993,353.4799,35.31136,34.7497,49.37729
389,656.1661,344.3223,96.76435,356.7766,36.41026,34.06593,49.81685
390,659.0965,337.4847,96.76435,357.7534,36.19048,34.70086,49.96337
391,666.9109,332.1123,96.73993,354.7009,37.26496,35.43346,50.35409
392,672.2833,319.4139,96.73993,349.2063,36.77656,36.19048,49.93895
393,676.1905,326.0073,96.73993,345.4212,36.60562,35.99512,49.69475
394,671.5507,325.7631,96.73993,344.2002,35.38462,35.82418,48.71795
395,663.0037,334.0659,96.73993,345.177,34.84738,35.26252,48.93773
396,656.6545,343.1013,96.73993,351.16,34.89622,35.26252,48.64469
397,650.7937,350.6716,96.76435,355.6777,34.96948,34.23687,49.30403
398,649.0842,344.3223,96.76435,359.8291,35.70208,34.33455,49.25519
399,658.6081,342.1245,96.76435,360.0733,35.75092,34.18803,49.74359
400,661.5385,335.7753,96.76435,356.7766,35.99512,34.82296,49.25519
401,665.4457,338.4615,96.78877,354.9451,34.9939,35.43346,49.01099
402,664.4689,332.8449,96.76435,352.7473,35.18926,35.38462,48.96215
403,653.7241,345.5433,96.76435,351.7705,34.94506,35.06716,49.15751
404,650.7937,350.9158,96.76435,356.5324,35.6044,34.23687,49.15751
405,654.7009,344.5665,96.76435,359.707,35.04274,34.18803,49.05983
406,656.8987,341.3919,96.73993,359.5849,35.70208,34.13919,49.35287
407,660.5617,335.0427,96.76435,358.7302,35.28694,34.89622,49.25519
408,663.4921,341.1477,96.76435,355.6777,36.14164,35.06716,49.69475
409,662.2711,336.0195,96.73993,353.9683,35.79976,34.9939,49.20635
410,664.9573,335.5311,96.73993,353.602,35.57998,35.26252,49.08425
411,659.8291,344.5665,96.78877,353.1136,34.84738,34.8718,48.32723
412,653.7241,346.7643,96.76435,354.4567,34.13919,34.57876,48.76679
413,648.84,346.7643,96.76435,358.2418,34.6276,34.01709,48.62027
414,643.4676,351.8926,96.76435,361.9048,34.70086,33.69963,49.30403
415,652.2589,337.7289,96.76435,364.2247,35.45788,34.04151,49.10867
416,655.9219,331.3797,96.76435,362.5153,34.92064,34.65202,49.18193
417,658.1197,333.0891,96.73993,358.9744,35.28694,34.67644,49.01099
418,656.1661,332.1123,96.73993,358.7302,34.84738,34.21245,48.91331
419,648.3516,345.0549,96.76435,359.8291,35.04274,34.04151,48.74237
420,650.7937,348.7179,96.73993,361.2943,34.21245,33.91941,48.57143
421,648.1074,349.2063,96.73993,361.6606,34.8718,34.13919,48.91331
422,647.8632,350.9158,96.73993,362.2711,34.79854,33.87057,48.86447
423,653.9683,342.1245,96.76435,363.37,35.28694,33.69963,49.37729
424,659.5849,333.0891,96.73993,361.4164,35.70208,34.65202,49.27961
425,658.8523,333.0891,96.73993,357.9976,35.92186,34.57876,49.59707
426,663.7363,332.3565,96.73993,355.3114,35.38462,35.09158,48.84005
427,663.2479,333.8217,96.76435,353.9683,34.94506,34.8718,49.05983
428,656.4103,342.3687,96.73993,354.5788,34.89622,34.67644,48.69353
429,651.2821,346.7643,96.76435,359.0965,34.60318,34.16361,49.03541
430,645.6654,341.1477,96.76435,360.928,34.94506,33.91941,48.71795
431,648.1074,347.9853,96.76435,363.2479,34.89622,33.94383,49.23077
432,655.9219,335.0427,96.76435,362.8816,35.3602,33.72405,48.81563
433,656.6545,338.4615,96.76435,361.0501,34.18803,34.72528,48.52259
434,656.1661,345.0549,96.76435,358.9744,34.21245,34.55434,48.20513
435,645.177,345.0549,96.76435,359.8291,33.69963,33.96825,48.42491
436,645.177,351.4042,96.76435,363.37,34.70086,33.40659,48.88889
437,645.6654,353.1136,96.76435,366.4225,34.55434,33.67521,48.93773
438,654.7009,345.5433,96.73993,366.1783,35.18926,33.89499,49.37729
439,655.1893,346.5201,96.73993,362.2711,35.45788,34.5055,49.30403
440,662.0269,340.4151,96.76435,360.3175,35.67766,34.77412,49.57265
441,663.9805,333.5775,96.76435,355.0672,35.6044,35.09158,49.20635
442,656.8987,339.9267,96.76435,353.7241,35.4823,35.38462,49.52381
443,657.3871,343.5897,96.73993,354.0904,35.6044,34.96948,49.01099
444,657.3871,346.7643,96.76435,355.7998,34.84738,34.6276,48.86447
445,656.8987,346.0317,96.76435,357.6313,34.5055,34.48107,48.03419
446,649.0842,357.7534,96.78877,360.0733,33.57753,33.77289,48.35165
447,642.2466,355.5556,96.76435,366.1783,34.16361,33.21123,48.27839
448,638.5836,348.4737,96.76435,369.2308,33.96825,33.01587,48.84005
449,644.4444,347.7411,96.76435,370.0855,34.9939,33.30891,48.93773
450,651.2821,347.9853,96.73993,366.9109,35.116,34.23687,49.49939
451,655.6777,345.2991,96.76435,361.7827,35.99512,34.45665,49.57265
452,660.0733,333.8217,96.76435,358.7302,35.31136,35.31136,49.45055
453,658.8523,344.3223,96.76435,356.7766,35.75092,34.96948,49.67033
454,655.1893,338.2173,96.73993,356.1661,35.65324,34.60318,49.42613
455,653.7241,339.1941,96.76435,356.5324,35.9707,35.01832,49.30403
456,659.3407,342.1245,96.76435,356.7766,35.14042,34.82296,48.54701
457,661.7827,342.3687,96.76435,356.2882,34.55434,35.16484,48.93773
458,652.7473,348.2295,96.76435,357.1429,34.6276,34.55434,48.71795
459,649.3284,350.1832,96.76435,360.1954,34.79854,34.16361,49.32845
460,650.5495,345.0549,96.76435,362.7595,35.45788,33.82173,49.30403
461,660.3175,338.7057,96.76435,362.6374,35.87302,34.5055,49.98779
462,665.4457,329.1819,96.76435,357.6313,36.50794,34.92064,49.81685
463,668.6203,331.8681,96.76435,351.5263,36.23932,35.9707,49.96337
464,671.3065,330.4029,96.76435,348.9621,36.11722,36.2149,49.25519
465,661.0501,336.7521,96.78877,349.2063,34.84738,35.33578,49.15751
466,652.7473,346.7643,96.76435,353.4799,35.14042,35.14042,48.98657
467,653.4799,342.1245,96.76435,358.486,34.65202,34.11477,49.03541
468,645.9096,343.5897,96.76435,360.928,35.2381,33.40659,49.18193
469,655.1893,342.8571,96.76435,362.8816,34.79854,34.06593,48.96215
470,655.6777,344.5665,96.76435,362.7595,35.09158,34.48107,48.98657
471,652.0147,344.5665,96.78877,361.9048,34.55434,34.48107,48.69353
472,649.3284,352.6252,96.73993,361.7827,34.5055,34.31013,48.93773
473,643.956,351.4042,96.76435,362.7595,34.7497,33.62637,48.84005
474,649.5727,352.1368,96.73993,364.8352,34.70086,33.72405,49.35287
475,655.4335,343.1013,96.76435,365.0794,35.26252,33.60195,49.08425
476,655.4335,343.1013,96.76435,362.149,35.16484,34.38339,49.52381
477,659.5849,341.6361,96.73993,361.0501,35.65324,34.33455,49.15751
478,657.8755,338.2173,96.76435,359.0965,35.09158,34.94506,49.45055
479,655.4335,332.6007,96.73993,357.9976,35.16484,34.8718,48.81563
480,649.5727,346.7643,96.76435,357.9976,34.48107,34.52992,48.86447
481,647.8632,344.5665,96.78877,360.1954,34.77412,33.87057,48.64469
482,647.3748,341.8803,96.76435,363.37,34.13919,33.99267,48.62027
483,645.177,347.4969,96.76435,365.4457,34.33455,33.82173,48.59585
484,641.0256,349.4505,96.73993,365.9341,34.09035,33.60195,48.79121
485,641.0256,344.8107,96.76435,367.7656,34.89622,33.65079,49.35287
486,646.398,343.1013,96.73993,368.1319,35.28694,33.79731,49.18193
487,655.4335,342.3687,96.76435,364.7131,35.28694,34.28571,49.05983
488,654.7009,331.6239,96.73993,361.6606,34.77412,34.67644,48.69353
489,653.9683,339.9267,96.76435,358.9744,34.45665,34.57876,49.01099
490,646.6422,346.5201,96.73993,360.0733,34.79854,34.16361,48.57143
491,649.5727,341.3919,96.76435,362.2711,34.52992,33.45543,48.91331
492,644.9328,347.0085,96.76435,363.6142,34.60318,33.60195,48.57143
493,645.9096,349.6948,96.73993,363.7363,34.16361,33.77289,48.91331
494,645.4212,350.6716,96.73993,364.8352,34.9939,33.38217,48.66911
495,649.5727,345.7875,96.78877,367.3993,34.40781,33.38217,48.91331
496,644.6886,345.7875,96.78877,367.1551,34.52992,33.94383,48.84005
497,645.4212,346.0317,96.76435,366.6667,34.57876,33.77289,49.35287
498,648.5958,335.0427,96.78877,366.5446,35.62882,34.01709,49.54823
499,659.8291,336.9963,96.76435,362.5153,35.31136,34.7497,49.30403
500,660.3175,336.7521,96.76435,359.4628,35.28694,34.72528,48.96215
501,650.7937,347.7411,96.73993,358.3639,34.65202,34.77412,48.62027
502,647.3748,347.9853,96.76435,360.4396,34.13919,33.99267,48.32723
503,636.8742,349.4505,96.76435,364.9573,33.33333,33.23565,47.74115
504,632.967,360.1954,96.76435,371.3065,32.79609,32.82051,48.35165
505,628.5714,361.9048,96.78877,375.58,33.79731,32.03907,48.44933
506,631.746,357.0208,96.76435,376.801,33.89499,32.25885,49.03541
507,641.514,348.4737,96.73993,374.4811,34.79854,33.13797,48.98657
508,651.0379,340.6593,96.76435,368.3761,35.04274,34.16361,49.47497
509,654.7009,347.0085,96.76435,364.1026,35.06716,34.33455,48.71795
510,656.1661,339.6825,96.78877,363.0037,34.13919,34.55434,49.03541
511,649.0842,344.8107,96.78877,362.6374,35.18926,34.23687,49.42613
512,650.7937,338.7057,96.76435,363.37,35.53114,33.99267,49.62149
513,659.0965,337.2405,96.76435,361.4164,35.89744,34.70086,49.35287
514,663.4921,339.6825,96.78877,356.7766,34.70086,35.4823,49.05983
515,658.1197,334.7985,96.78877,354.823,35.2381,34.94506,49.32845
516,652.5031,340.1709,96.76435,355.9219,35.18926,34.55434,49.18193
517,650.5495,341.1477,96.76435,359.4628,35.01832,34.52992,49.27961
518,652.7473,349.939,96.76435,360.3175,34.60318,34.43223,48.71795
519,645.177,346.2759,96.73993,362.2711,34.43223,33.89499,49.05983
520,647.1306,350.6716,96.76435,364.8352,34.79854,34.06593,49.03541
521,652.0147,342.3687,96.76435,366.3004,34.96948,33.91941,49.40171
522,649.5727,339.4383,96.76435,365.4457,35.04274,34.23687,48.64469
523,652.5031,339.9267,96.76435,362.8816,34.11477,34.28571,48.71795
524,650.0611,343.5897,96.73993,363.0037,34.21245,34.23687,48.15629
525,641.514,348.2295,96.76435,363.9805,33.23565,33.60195,48.40049
526,637.1184,358.7302,96.78877,370.2076,33.69963,32.79609,48.32723
527,635.409,350.6716,96.78877,371.6728,33.60195,33.01587,49.08425
528,634.9206,352.6252,96.76435,372.8938,35.06716,33.04029,49.57265
529,646.1538,347.4969,96.78877,372.2833,35.31136,33.21123,49.67033
530,658.1197,342.8571,96.76435,368.254,36.04396,34.33455,49.89011
531,663.0037,333.0891,96.78877,360.1954,35.94628,34.6276,49.74359
532,663.9805,328.6935,96.76435,355.5556,35.89744,35.09158,49.37729
533,667.1551,337.2405,96.76435,354.2125,34.94506,35.28694,48.74237
534,658.1197,339.9267,96.76435,353.9683,34.67644,35.09158,49.20635
535,651.2821,342.1245,96.76435,356.7766,34.84738,34.48107,49.18193
536,650.0611,345.0549,96.78877,360.4396,35.3602,34.06593,50.03663
537,657.3871,335.5311,96.78877,361.2943,35.94628,34.40781,49.67033
538,662.2711,334.5543,96.78877,359.2186,35.62882,35.26252,49.89011
539,660.8059,331.8681,96.76435,356.7766,35.79976,35.04274,49.30403
540,657.3871,338.4615,96.76435,355.4335,35.04274,34.7497,49.45055
541,654.9451,336.5079,96.76435,356.044,35.4823,34.6276,49.15751
542,656.4103,340.6593,96.76435,358.6081,34.72528,34.35897,49.57265
543,657.3871,333.8217,96.78877,359.5849,35.38462,34.31013,49.52381
544,652.7473,336.0195,96.76435,360.4396,35.18926,34.70086,49.64591
545,659.0965,336.2637,96.78877,360.0733,35.79976,34.55434,49.91453
546,657.1429,332.6007,96.76435,359.0965,35.77534,34.84738,49.74359
547,659.3407,332.6007,96.78877,357.0208,35.6044,35.16484,49.45055
548,655.4335,338.4615,96.78877,355.9219,35.14042,35.06716,48.74237
549,647.619,345.7875,96.78877,357.5092,34.31013,34.40781,48.64469
550,642.735,341.1477,96.78877,362.3932,34.21245,33.99267,48.54701
551,641.2698,350.4274,96.76435,367.1551,34.26129,33.35775,49.32845
552,641.0256,350.6716,96.76435,368.8645,35.2381,33.57753,49.15751
553,646.6422,348.7179,96.76435,369.1087,34.7497,33.74847,49.27961
554,649.8169,349.4505,96.76435,366.6667,34.7497,34.01709,48.52259
555,649.8169,340.9035,96.73993,366.3004,33.84615,34.28571,48.71795
556,640.7814,338.4615,96.76435,366.1783,34.26129,33.96825,48.62027
557,640.5372,343.8339,96.78877,367.5214,34.04151,33.57753,49.01099
558,641.7582,345.0549,96.78877,369.3529,34.89622,33.18681,49.20635
559,648.5958,344.8107,96.76435,369.2308,34.89622,34.31013,49.23077
560,653.9683,333.8217,96.73993,366.0562,35.18926,34.5055,49.01099
561,653.7241,338.2173,96.76435,363.1258,34.55434,34.55434,48.49817
562,651.7705,344.0781,96.78877,362.0269,34.04151,34.16361,48.66911
563,642.4908,345.2991,96.73993,362.7595,34.09035,33.57753,48.42491
564,636.63,344.3223,96.76435,366.4225,33.84615,33.38217,48.71795
565,640.293,354.0904,96.76435,370.4518,34.13919,32.72283,48.54701
566,639.5604,340.9035,96.81319,371.1844,34.06593,33.18681,48.98657
567,645.4212,339.6825,96.76435,370.2076,34.7497,33.72405,48.79121
568,647.3748,342.3687,96.76435,367.6435,34.35897,34.04151,49.10867
569,651.2821,345.7875,96.76435,366.6667,34.55434,33.40659,48.69353
570,641.7582,343.1013,96.76435,366.7888,34.09035,33.57753,48.71795
571,639.072,351.6484,96.78877,368.4982,34.31013,33.38217,48.08303
572,639.3162,347.7411,96.76435,369.9634,33.06471,33.35775,48.30281
573,635.409,355.0672,96.78877,370.2076,33.65079,33.26007,48.62027
574,636.3858,352.381,96.78877,372.2833,33.99267,33.08913,48.84005
575,642.4908,348.9621,96.76435,372.6496,34.45665,32.77167,48.91331
576,644.9328,347.7411,96.78877,370.8181,34.33455,33.84615,48.74237
577,644.2002,342.6129,96.76435,369.475,34.13919,33.67521,48.62027
578,640.0488,346.7643,96.76435,369.2308,33.79731,33.38217,48.35165
579,636.63,352.8694,96.81319,370.3297,33.57753,32.67399,48.88889
580,634.188,348.2295,96.76435,372.5275,34.38339,32.62515,48.96215
581,644.4444,348.9621,96.78877,373.0159,34.48107,33.18681,49.54823
582,650.7937,341.8803,96.81319,369.8413,35.3602,34.13919,49.52381
583,654.9451,338.7057,96.76435,363.4921,35.33578,34.45665,49.62149
584,654.4567,341.6361,96.76435,361.2943,35.33578,34.65202,48.62027
585,654.2125,332.6007,96.76435,360.4396,33.89499,34.57876,48.69353
586,650.5495,345.7875,96.78877,361.1722,33.94383,34.6276,48.52259
587,639.8046,354.0904,96.78877,364.8352,33.69963,33.69963,48.93773
588,635.409,345.0549,96.78877,368.8645,34.43223,33.04029,49.20635
589,650.3053,337.2405,96.76435,369.3529,34.45665,33.13797,49.37729
590,651.2821,340.9035,96.78877,367.8877,35.09158,33.96825,49.57265
591,657.3871,340.1709,96.78877,364.1026,35.28694,34.35897,49.32845
592,655.9219,340.9035,96.78877,361.9048,34.9939,34.8718,48.98657
593,647.1306,344.5665,96.78877,360.8059,34.38339,34.60318,48.13187
594,648.3516,352.6252,96.76435,362.8816,33.26007,33.99267,48.47375
595,637.1184,350.1832,96.78877,367.3993,33.55311,33.38217,48.44933
596,633.4554,357.5092,96.76435,372.6496,33.60195,33.08913,48.96215
597,638.0952,357.9976,96.78877,374.1148,34.5055,32.82051,48.59585
598,640.0488,344.8107,96.76435,374.359,33.77289,33.57753,48.86447
599,640.5372,347.7411,96.76435,373.8706,34.23687,33.04029,48.74237
600,642.0024,343.1013,96.78877,372.0391,34.13919,33.55311,49.01099
601,643.7118,347.7411,96.76435,370.8181,34.5055,33.26007,48.86447
602,646.1538,342.3687,96.76435,369.5971,34.09035,33.79731,48.93773
603,643.956,345.5433,96.81319,369.2308,34.38339,33.77289,48.96215
604,643.7118,344.0781,96.76435,369.2308,34.28571,33.72405,49.05983
605,644.9328,348.7179,96.78877,367.5214,34.55434,33.74847,49.45055
606,649.8169,339.6825,96.78877,367.7656,34.9939,33.47985,49.13309
607,651.5263,339.9267,96.81319,366.5446,34.55434,34.09035,48.88889
608,649.3284,343.3455,96.76435,364.4689,34.11477,34.28571,48.42491
609,642.4908,355.0672,96.78877,365.4457,33.50427,33.55311,48.62027
610,637.851,354.3346,96.76435,368.6203,33.84615,33.43101,48.42491
611,640.0488,355.5556,96.76435,371.6728,33.50427,32.94261,49.13309
612,636.3858,352.381,96.78877,373.5043,34.60318,33.11355,48.98657
613,643.2234,341.6361,96.78877,373.2601,34.33455,33.50427,49.27961
614,654.2125,336.2637,96.76435,369.1087,34.79854,33.43101,48.88889
615,648.5958,337.9731,96.78877,365.2015,34.21245,34.11477,49.05983
616,649.3284,337.2405,96.73993,365.3236,34.45665,34.16361,48.57143
617,640.0488,344.5665,96.78877,366.1783,33.69963,33.94383,48.18071
618,632.967,347.4969,96.76435,370.2076,33.08913,32.96703,48.15629
619,629.5482,356.5324,96.76435,375.0916,33.04029,32.67399,48.32723
620,630.2808,358.2418,96.78877,377.8999,33.33333,32.38095,48.49817
621,636.8742,354.0904,96.78877,379.9756,33.60195,32.45421,48.27839
622,637.3626,356.044,96.78877,377.6557,33.23565,33.06471,48.57143
623,635.409,354.3346,96.76435,376.3126,33.65079,32.89377,48.35165
624,631.746,356.7766,96.76435,376.4347,33.18681,32.40537,48.57143
625,630.0366,357.5092,96.81319,377.5336,33.60195,32.72283,48.30281
626,629.7924,354.5788,96.78877,377.7778,33.21123,32.77167,48.59585
627,635.6532,353.8462,96.76435,377.8999,33.60195,32.50305,48.30281
628,635.6532,350.1832,96.76435,377.5336,33.18681,32.57631,48.93773
629,636.8742,355.7998,96.76435,376.4347,34.09035,32.67399,48.96215
630,648.1074,336.2637,96.76435,375.0916,34.09035,33.21123,49.37729
631,644.2002,325.5189,96.78877,370.8181,34.7497,33.74847,49.32845
632,649.0842,331.6239,96.76435,366.7888,34.65202,34.04151,49.27961
633,648.3516,334.5543,96.78877,365.3236,34.65202,33.82173,49.45055
634,646.1538,339.9267,96.78877,365.812,34.84738,34.06593,49.37729
635,649.8169,335.0427,96.76435,365.6899,34.79854,33.82173,49.35287
636,651.0379,340.1709,96.78877,365.3236,34.77412,33.84615,48.76679
637,649.0842,339.4383,96.76435,364.591,33.79731,34.26129,49.18193
638,642.2466,340.4151,96.76435,364.9573,34.45665,33.62637,49.30403
639,643.4676,336.5079,96.78877,367.6435,34.65202,33.08913,49.98779
640,651.2821,339.6825,96.78877,366.3004,35.70208,34.28571,49.67033
641,655.9219,336.0195,96.78877,362.2711,35.2381,34.55434,49.89011
642,657.1429,338.2173,96.78877,360.928,35.55556,34.94506,49.74359
643,657.6313,340.6593,96.78877,360.6838,35.3602,34.35897,49.81685
644,655.1893,334.5543,96.78877,359.707,35.45788,34.96948,49.32845
645,651.7705,334.7985,96.78877,359.3407,34.70086,34.94506,49.20635
646,642.0024,347.2527,96.78877,362.0269,34.5055,33.84615,49.47497
647,647.8632,347.9853,96.78877,365.4457,34.92064,33.77289,49.30403
648,652.2589,336.0195,96.78877,365.812,34.70086,34.21245,48.96215
649,653.4799,337.7289,96.78877,363.7363,34.09035,33.82173,48.66911
650,644.9328,342.8571,96.76435,364.2247,33.65079,33.77289,49.05983
651,641.514,342.6129,96.78877,368.254,34.31013,33.18681,48.64469
652,638.8278,346.5201,96.81319,369.8413,33.65079,33.18681,48.71795
653,634.188,347.4969,96.78877,370.4518,33.74847,32.72283,48.15629
654,630.2808,353.1136,96.81319,372.2833,32.94261,32.40537,48.74237
655,631.0134,352.6252,96.81319,376.1905,33.84615,32.52747,48.66911
656,635.409,353.3578,96.78877,377.2894,33.62637,32.72283,48.93773
657,642.0024,343.8339,96.81319,374.4811,34.13919,33.23565,48.52259
658,640.293,349.2063,96.78877,371.7949,33.50427,33.43101,48.93773
659,636.63,347.2527,96.81319,371.5507,33.94383,33.13797,49.18193
660,645.6654,349.4505,96.78877,371.6728,34.38339,32.84493,49.47497
661,649.0842,341.3919,96.81319,370.9402,34.89622,34.11477,49.23077
662,648.5958,342.8571,96.81319,365.6899,34.48107,33.89499,48.71795
663,647.1306,347.9853,96.81319,365.4457,33.69963,34.06593,48.76679
664,639.3162,347.2527,96.81319,366.7888,33.82173,33.40659,48.93773
665,636.63,344.8107,96.78877,370.5739,33.99267,33.01587,49.23077
666,644.9328,349.6948,96.83761,371.0623,34.5055,33.38217,48.59585
667,643.7118,343.8339,96.78877,369.7192,33.43101,34.21245,48.74237
